,Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI
459170,2018-08-13 13:00:00,9.29,30.91,7.95,44.59,67.43,180.14,1.18,1.6,9.96,2.7,10.15,,62.0
459171,2018-08-13 14:00:00,,20.41,14.49,48.51,63.0,31.94,1.26,1.41,2.99,8.34,5.26,,63.0
459172,2018-08-13 15:00:00,36.36,36.15,9.95,41.26,51.21,15.49,,1.09,6.75,12.37,6.16,,63.0
459173,2018-08-13 16:00:00,34.84,40.76,6.72,39.4,46.12,13.27,1.44,1.05,14.71,4.42,6.05,,72.0
459174,2018-08-13 17:00:00,26.76,43.13,3.46,28.92,32.39,11.33,1.27,0.83,21.2,3.41,7.31,,72.0
459175,2018-08-13 18:00:00,28.47,32.77,4.3,36.86,41.13,9.75,1.2,0.98,16.59,3.12,5.53,,72.0
459176,2018-08-13 19:00:00,20.06,34.29,8.75,50.92,59.66,9.85,1.32,0.68,1.36,5.52,4.68,,72.0
459177,2018-08-13 20:00:00,14.81,31.07,18.03,48.91,66.94,10.78,1.5,0.73,0.31,11.83,8.17,,75.0
459178,2018-08-13 21:00:00,15.25,32.77,13.02,40.74,53.76,11.38,1.36,1.78,0.48,10.49,9.18,,75.0
459179,2018-08-13 22:00:00,14.52,34.05,15.62,41.61,57.23,11.62,1.36,1.93,0.06,2.86,6.94,,75.0
459180,2018-08-13 23:00:00,16.2,28.97,6.91,34.34,41.26,11.96,1.26,1.67,0.29,2.65,7.32,,75.0
459181,2018-08-14 00:00:00,14.81,24.89,5.2,32.01,37.2,12.39,1.29,1.5,0.23,6.29,10.23,,75.0
459182,2018-08-14 01:00:00,13.67,21.94,4.36,28.35,32.71,12.18,1.24,1.05,0.05,11.99,11.34,,75.0
459183,2018-08-14 02:00:00,11.2,25.6,2.82,21.78,24.6,12.11,1.15,1.06,0.02,7.28,10.96,,75.0
459184,2018-08-14 03:00:00,14.49,29.54,6.33,24.32,30.65,11.33,1.16,1.07,,6.28,12.15,,75.0
459185,2018-08-14 04:00:00,10.96,27.75,5.94,26.36,32.15,11.1,1.2,0.86,0.05,3.56,11.22,,68.0
459186,2018-08-14 05:00:00,8.5,25.02,3.14,22.22,25.37,11.15,1.19,1.36,0.13,2.06,12.2,,68.0
459187,2018-08-14 06:00:00,7.66,27.63,3.58,23.52,27.11,10.57,1.18,1.49,0.08,1.24,10.65,,64.0
459188,2018-08-14 07:00:00,9.35,27.38,6.18,23.17,29.35,10.21,1.22,1.46,1.12,1.19,10.2,,64.0
459189,2018-08-14 08:00:00,17.65,29.4,7.27,21.34,28.61,10.29,1.22,1.46,3.74,1.14,12.47,,62.0
459190,2018-08-14 09:00:00,14.85,31.99,6.66,21.07,27.72,10.26,1.09,1.47,6.99,0.87,12.71,,61.0
459191,2018-08-14 10:00:00,13.77,28.76,7.86,24.3,32.15,9.4,1.13,1.86,7.36,1.13,12.32,,61.0
459192,2018-08-14 11:00:00,15.19,25.53,7.35,21.94,29.29,9.18,1.08,1.68,11.89,1.4,8.58,,61.0
459193,2018-08-14 12:00:00,16.63,25.01,6.85,21.36,28.22,9.9,1.15,1.8,13.6,2.47,6.81,,61.0
459194,2018-08-14 13:00:00,14.61,26.49,5.23,16.93,22.16,9.79,1.2,1.19,15.35,3.67,7.26,,61.0
459195,2018-08-14 14:00:00,13.48,22.66,6.22,20.96,27.18,9.83,1.18,1.28,15.57,14.61,14.34,,61.0
459196,2018-08-14 15:00:00,16.09,26.48,13.41,30.78,44.2,9.83,1.15,1.16,8.03,3.0,5.03,,61.0
459197,2018-08-14 16:00:00,11.77,26.9,24.61,41.37,65.99,9.75,1.3,1.22,3.58,4.69,4.37,,65.0
459198,2018-08-14 17:00:00,9.01,28.47,12.8,33.15,45.95,10.66,1.37,0.93,8.58,8.19,8.31,,68.0
459199,2018-08-14 18:00:00,7.54,30.34,10.09,37.34,47.43,10.74,1.44,1.43,5.94,11.28,11.08,,72.0
459200,2018-08-14 19:00:00,7.79,24.69,7.38,34.29,41.66,10.66,1.33,1.33,4.91,18.54,10.81,,72.0
459201,2018-08-14 20:00:00,6.03,23.49,13.8,41.97,55.77,11.19,1.48,1.08,0.61,14.64,9.89,,74.0
459202,2018-08-14 21:00:00,4.96,23.41,12.55,39.15,51.69,11.61,1.36,1.13,0.64,17.32,13.34,,74.0
459203,2018-08-14 22:00:00,4.97,29.08,5.47,28.11,33.58,11.68,1.21,0.88,3.68,12.1,12.63,,74.0
459204,2018-08-14 23:00:00,8.32,27.37,2.97,22.11,25.07,11.72,1.11,0.9,6.27,7.2,9.37,,74.0
459205,2018-08-15 00:00:00,14.59,27.73,2.76,20.57,23.33,11.99,1.06,0.99,9.15,6.57,9.4,,74.0
459206,2018-08-15 01:00:00,17.1,25.52,2.17,18.56,20.73,11.82,1.05,1.88,10.64,4.34,12.04,,74.0
459207,2018-08-15 02:00:00,14.35,20.21,2.58,16.06,18.64,11.52,1.06,2.3,9.33,3.55,12.51,,74.0
459208,2018-08-15 03:00:00,10.25,19.74,2.15,9.0,11.16,11.16,0.98,2.44,13.0,1.9,9.18,,74.0
459209,2018-08-15 04:00:00,7.95,20.1,2.22,9.5,11.71,11.34,0.97,2.42,12.74,1.05,9.28,,68.0
459210,2018-08-15 05:00:00,6.51,16.16,2.68,9.97,12.64,11.5,1.02,1.54,12.24,0.99,12.85,,60.0
459211,2018-08-15 06:00:00,4.89,15.43,2.51,11.11,13.62,11.32,1.07,1.44,11.6,0.98,13.11,,56.0
459212,2018-08-15 07:00:00,3.92,14.67,3.11,10.66,13.77,11.22,1.02,1.62,15.05,0.77,9.9,,54.0
459213,2018-08-15 08:00:00,3.03,18.98,3.75,12.95,16.7,11.34,1.04,1.45,14.39,0.69,9.62,,54.0
459214,2018-08-15 09:00:00,2.98,14.83,5.09,13.77,18.86,11.68,1.08,1.08,14.17,0.99,11.44,,54.0
459215,2018-08-15 10:00:00,3.15,15.73,5.08,16.14,21.21,11.64,1.13,1.0,14.32,1.07,14.8,,56.0
459216,2018-08-15 11:00:00,3.85,20.61,6.91,15.85,22.76,11.88,1.11,1.12,11.86,2.57,10.74,,56.0
459217,2018-08-15 12:00:00,8.89,20.31,7.39,16.91,24.3,12.24,1.12,1.33,11.72,3.29,10.25,,56.0
459218,2018-08-15 13:00:00,6.91,16.83,6.6,17.51,24.11,12.72,1.16,1.11,12.53,2.97,11.69,,58.0
459219,2018-08-15 14:00:00,5.76,17.07,4.28,19.78,24.06,12.58,1.27,1.09,11.61,4.98,14.76,,64.0
459220,2018-08-15 15:00:00,4.77,24.02,5.07,19.58,24.65,12.46,1.21,1.2,12.82,5.29,12.54,,64.0
459221,2018-08-15 16:00:00,4.1,19.71,5.39,18.48,23.87,12.74,1.14,1.2,12.54,4.82,10.61,,64.0
459222,2018-08-15 17:00:00,4.45,17.48,5.3,23.31,28.6,12.75,1.17,1.0,8.6,8.12,11.89,,64.0
459223,2018-08-15 18:00:00,3.66,19.74,4.56,23.38,27.93,12.41,1.22,1.07,8.17,7.85,14.66,,64.0
459224,2018-08-15 19:00:00,3.8,24.21,4.88,29.13,34.0,11.88,1.23,1.07,6.56,7.12,13.26,,64.0
459225,2018-08-15 20:00:00,4.09,20.6,5.02,32.55,37.57,11.68,1.26,1.1,4.93,10.56,10.66,,64.0
459226,2018-08-15 21:00:00,5.3,21.59,5.45,33.94,39.39,11.65,1.3,1.32,2.86,14.4,12.06,,65.0
459227,2018-08-15 22:00:00,12.44,19.27,3.42,27.05,30.36,11.24,1.27,1.38,6.91,7.62,13.68,,65.0
459228,2018-08-15 23:00:00,9.56,26.56,3.31,25.07,28.38,10.99,1.2,1.64,8.73,3.02,13.07,,65.0
459229,2018-08-16 00:00:00,6.97,29.18,2.69,20.73,23.41,10.84,1.1,1.44,10.63,2.52,9.01,,65.0
459230,2018-08-16 01:00:00,6.72,24.55,2.38,13.56,15.94,11.11,0.93,1.65,14.25,1.26,9.98,,65.0
459231,2018-08-16 02:00:00,10.38,28.89,2.06,10.96,13.01,11.37,1.0,1.46,12.96,3.06,13.62,,65.0
459232,2018-08-16 03:00:00,7.93,31.48,2.45,10.08,12.53,11.23,0.99,1.52,10.64,5.5,13.03,,65.0
459233,2018-08-16 04:00:00,6.58,33.11,2.13,9.75,11.88,11.47,0.92,1.69,11.52,2.45,9.19,,65.0
459234,2018-08-16 05:00:00,6.33,26.49,2.46,11.82,14.28,12.1,0.91,0.89,10.79,1.53,9.73,,64.0
459235,2018-08-16 06:00:00,4.97,24.95,2.71,11.46,14.17,12.18,0.99,0.82,9.94,1.07,12.68,,60.0
459236,2018-08-16 07:00:00,7.51,22.98,2.99,12.31,15.29,11.7,1.02,0.86,9.76,0.87,13.16,,55.0
459237,2018-08-16 08:00:00,12.25,24.25,4.63,16.71,21.34,11.57,1.01,1.01,11.4,0.85,9.86,,51.0
459238,2018-08-16 09:00:00,10.61,20.62,6.56,19.43,25.99,11.56,1.0,1.3,11.01,0.86,11.03,,51.0
459239,2018-08-16 10:00:00,9.4,19.49,7.38,16.38,23.76,11.66,1.08,1.39,12.95,0.99,14.37,,54.0
459240,2018-08-16 11:00:00,16.85,20.51,11.69,28.05,39.74,10.51,1.24,1.47,11.45,1.26,15.62,,62.0
459241,2018-08-16 12:00:00,,,6.88,29.19,36.06,10.24,1.17,1.7,9.49,3.78,11.27,,62.0
459242,2018-08-16 13:00:00,9.19,32.92,386.34,215.0,411.27,35.35,1.13,1.17,10.36,12.12,7.01,,62.0
459243,2018-08-16 14:00:00,16.49,47.88,10.22,35.93,46.16,35.53,1.38,1.07,13.67,7.79,6.36,,69.0
459244,2018-08-16 15:00:00,18.76,41.43,12.06,36.38,48.43,14.76,1.27,0.85,8.38,4.58,5.83,,69.0
459245,2018-08-16 16:00:00,24.14,33.19,10.2,34.2,44.4,13.45,1.4,0.95,7.3,15.08,15.79,,70.0
459246,2018-08-16 17:00:00,22.61,33.96,16.32,37.89,54.21,11.73,1.39,0.7,2.53,5.2,5.81,,70.0
459247,2018-08-16 18:00:00,16.24,35.55,21.91,45.36,67.27,11.19,1.53,0.47,1.01,3.73,6.04,,76.0
459248,2018-08-16 19:00:00,11.49,37.91,18.45,38.72,57.16,10.32,1.51,0.62,0.72,14.58,10.34,,76.0
459249,2018-08-16 20:00:00,14.02,38.74,32.09,37.03,69.12,10.36,1.7,0.91,0.29,23.48,11.79,,85.0
459250,2018-08-16 21:00:00,14.28,38.71,11.26,43.46,54.73,11.09,1.22,1.05,1.18,11.62,9.47,,85.0
459251,2018-08-16 22:00:00,12.3,41.33,6.35,41.16,47.51,11.31,1.24,1.14,3.07,1.72,8.52,,85.0
459252,2018-08-16 23:00:00,13.08,37.63,5.5,44.95,50.45,10.38,1.29,1.16,3.7,2.0,10.91,,85.0
459253,2018-08-17 00:00:00,13.81,34.96,2.72,39.26,41.98,10.53,1.23,1.11,4.72,1.69,10.1,,85.0
459254,2018-08-17 01:00:00,14.85,35.5,3.07,35.75,38.82,10.95,1.13,1.07,5.89,1.25,8.45,,85.0
459255,2018-08-17 02:00:00,13.38,36.96,2.56,28.63,31.18,11.02,1.11,1.14,6.9,1.13,9.0,,85.0
459256,2018-08-17 03:00:00,10.09,37.2,2.35,19.34,21.69,10.42,1.08,0.87,9.39,0.92,12.04,,85.0
459257,2018-08-17 04:00:00,7.35,30.28,2.09,17.77,19.86,10.06,1.04,1.12,7.88,0.67,11.19,,67.0
459258,2018-08-17 05:00:00,9.97,28.9,2.48,19.88,22.36,10.45,1.14,1.72,5.14,1.36,8.92,,68.0
459259,2018-08-17 06:00:00,10.38,29.52,3.32,17.38,20.7,10.83,1.17,1.78,3.62,3.53,9.28,,68.0
459260,2018-08-17 07:00:00,11.4,27.74,4.05,18.45,22.5,10.13,1.22,1.86,6.31,2.37,13.18,,69.0
459261,2018-08-17 08:00:00,15.96,35.63,6.5,27.74,34.24,9.76,1.25,2.13,8.47,1.99,12.48,,69.0
459262,2018-08-17 09:00:00,18.52,39.35,6.86,21.43,28.29,9.62,1.17,0.83,13.7,1.13,9.78,,69.0
459263,2018-08-17 10:00:00,19.15,33.94,6.42,21.62,28.04,9.96,1.22,0.84,16.52,0.88,9.69,,70.0
459264,2018-08-17 11:00:00,17.24,29.59,5.17,19.53,24.7,9.8,1.25,0.97,18.45,1.8,15.09,,69.0
459265,2018-08-17 12:00:00,18.12,29.0,5.8,21.66,27.45,9.37,1.29,1.28,19.78,5.27,17.11,,68.0
459266,2018-08-17 13:00:00,16.97,31.42,5.52,18.33,23.85,9.45,1.22,1.58,21.53,6.37,13.23,,64.0
459267,2018-08-17 14:00:00,12.93,33.89,6.96,21.99,28.95,9.69,1.29,1.63,20.46,4.24,11.88,,64.0
459268,2018-08-17 15:00:00,18.27,36.3,7.12,24.03,31.14,9.85,1.35,1.4,22.63,1.62,16.52,,68.0
459269,2018-08-17 16:00:00,19.4,36.7,6.45,27.78,34.23,9.15,1.34,1.33,19.8,1.55,16.91,,68.0
459270,2018-08-17 17:00:00,23.78,34.26,6.69,27.41,34.1,10.18,1.23,1.46,18.25,1.47,12.69,,68.0
459271,2018-08-17 18:00:00,24.18,35.87,5.31,36.34,41.65,11.88,1.29,1.5,12.63,1.55,9.74,,68.0
459272,2018-08-17 19:00:00,18.39,34.55,8.48,49.14,57.62,11.65,1.34,1.41,5.83,1.97,12.03,,68.0
459273,2018-08-17 20:00:00,14.25,45.33,11.86,49.11,60.97,11.69,1.48,1.43,3.54,2.08,14.0,,74.0
459274,2018-08-17 21:00:00,20.14,47.11,11.87,50.87,62.73,13.88,1.35,1.16,2.53,2.72,12.3,,74.0
459275,2018-08-17 22:00:00,21.43,43.33,10.09,47.98,58.08,15.21,1.4,1.25,2.08,2.48,9.62,,74.0
459276,2018-08-17 23:00:00,17.1,46.9,6.81,57.23,64.04,13.05,1.34,1.42,2.2,2.26,11.78,,74.0
459277,2018-08-18 00:00:00,17.35,47.8,4.52,35.93,40.45,10.03,1.27,1.6,2.9,2.09,13.56,,74.0
459278,2018-08-18 01:00:00,15.39,53.07,3.41,28.03,31.45,10.54,1.15,1.23,4.15,1.49,11.99,,74.0
459279,2018-08-18 02:00:00,12.9,48.19,2.7,26.22,28.92,12.29,1.13,1.27,3.73,1.17,9.12,,74.0
459280,2018-08-18 03:00:00,11.01,42.68,3.23,26.52,29.76,13.01,1.12,1.17,3.9,1.06,10.69,,74.0
459281,2018-08-18 04:00:00,8.7,44.06,3.12,23.38,26.5,12.39,1.12,1.22,2.9,0.94,13.45,,70.0
459282,2018-08-18 05:00:00,10.27,37.83,14.08,23.97,38.05,12.44,1.1,1.3,1.75,0.79,11.59,,70.0
459283,2018-08-18 06:00:00,13.75,35.79,5.86,23.33,29.18,13.61,1.11,1.18,1.12,3.32,9.39,,67.0
459284,2018-08-18 07:00:00,16.24,37.27,26.78,19.62,46.4,12.72,1.17,0.95,1.74,4.35,10.43,,64.0
459285,2018-08-18 08:00:00,16.72,36.52,8.37,25.68,34.05,12.26,1.26,0.87,3.45,1.98,14.06,,63.0
459286,2018-08-18 09:00:00,15.19,32.55,5.59,21.2,26.79,11.33,1.14,1.62,8.47,1.5,14.31,,63.0
459287,2018-08-18 10:00:00,17.14,32.45,4.45,21.7,26.14,11.45,1.16,1.72,13.25,1.14,11.69,,63.0
459288,2018-08-18 11:00:00,26.3,35.98,4.52,20.4,24.92,11.29,1.18,1.57,14.91,1.91,11.35,,63.0
459289,2018-08-18 12:00:00,26.24,36.65,4.3,21.74,26.04,9.97,1.21,1.37,18.24,2.17,13.3,,63.0
459290,2018-08-18 13:00:00,18.98,41.01,4.13,17.55,21.68,9.44,1.12,1.06,19.64,3.58,11.42,,63.0
459291,2018-08-18 14:00:00,15.31,41.9,3.42,15.92,19.33,9.82,1.12,1.11,18.98,3.94,7.39,,63.0
459292,2018-08-18 15:00:00,18.48,36.4,4.17,18.24,22.41,10.25,1.1,1.08,20.92,2.42,6.29,,63.0
459293,2018-08-18 16:00:00,17.62,33.16,4.23,22.39,26.62,11.47,1.11,1.47,24.14,2.07,9.02,,60.0
459294,2018-08-18 17:00:00,15.05,32.23,4.84,27.5,32.33,13.45,1.09,2.52,22.76,2.48,9.37,,60.0
459295,2018-08-18 18:00:00,15.65,33.42,6.32,49.89,56.21,19.18,1.19,2.53,15.16,2.82,6.42,,60.0
459296,2018-08-18 19:00:00,16.45,35.44,8.85,60.82,69.66,20.05,1.28,2.43,6.99,3.2,6.8,,64.0
459297,2018-08-18 20:00:00,16.49,39.82,8.2,46.03,54.23,17.43,1.37,2.41,4.34,2.73,10.15,,68.0
459298,2018-08-18 21:00:00,19.68,40.84,4.37,36.23,40.6,15.99,1.21,1.61,5.82,1.88,11.41,,68.0
459299,2018-08-18 22:00:00,20.44,40.94,17.31,57.35,74.66,17.13,1.37,1.68,0.84,1.75,8.71,,68.0
459300,2018-08-18 23:00:00,26.77,43.69,15.51,54.98,70.49,16.11,1.34,1.73,0.36,1.83,7.87,,68.0
459301,2018-08-19 00:00:00,26.5,47.55,26.28,51.94,78.22,14.14,1.38,1.91,0.37,1.34,9.92,,69.0
459302,2018-08-19 01:00:00,18.97,61.78,11.99,44.9,56.9,12.96,1.34,2.01,0.71,1.87,11.59,,69.0
459303,2018-08-19 02:00:00,17.65,62.53,6.84,42.02,48.86,13.7,1.26,2.02,0.49,1.89,10.9,,69.0
459304,2018-08-19 03:00:00,22.3,55.58,8.26,35.38,43.63,13.83,1.22,1.77,0.32,0.99,8.72,,69.0
459305,2018-08-19 04:00:00,22.87,56.68,27.39,33.46,60.85,12.58,1.29,1.89,0.31,1.04,10.17,,69.0
459306,2018-08-19 05:00:00,22.5,56.3,24.52,32.41,56.93,11.39,1.3,1.42,0.54,1.09,11.99,,69.0
459307,2018-08-19 06:00:00,21.73,55.74,34.44,27.31,61.76,11.4,1.31,1.41,0.33,1.13,10.67,,69.0
459308,2018-08-19 07:00:00,29.18,55.66,18.76,30.04,48.81,12.12,1.33,1.35,0.25,1.15,8.55,,69.0
459309,2018-08-19 08:00:00,31.21,63.81,13.5,30.03,43.52,11.48,1.32,1.61,0.53,1.3,10.22,,67.0
459310,2018-08-19 09:00:00,23.94,64.44,6.1,31.28,37.38,10.95,1.35,1.06,1.2,1.32,13.5,,68.0
459311,2018-08-19 10:00:00,32.61,67.71,7.25,36.56,43.82,10.58,1.45,1.45,0.95,4.42,12.47,,72.0
459312,2018-08-19 11:00:00,39.62,72.02,4.67,25.46,30.13,11.18,1.31,1.3,3.33,2.73,9.19,,72.0
459313,2018-08-19 12:00:00,37.74,64.58,4.02,25.79,29.81,11.11,1.41,1.28,3.34,1.63,9.65,,72.0
459314,2018-08-19 13:00:00,33.89,70.3,16.7,41.2,57.9,9.95,1.48,1.75,1.1,2.09,15.56,,74.0
459315,2018-08-19 14:00:00,34.59,76.75,15.76,65.05,80.81,9.47,1.75,1.79,2.29,7.22,16.03,,88.0
459316,2018-08-19 15:00:00,44.58,70.41,5.21,43.69,48.91,10.0,1.32,2.01,7.74,5.76,9.73,,88.0
459317,2018-08-19 16:00:00,48.1,60.51,11.18,48.26,59.43,10.24,1.39,1.91,6.99,2.14,8.94,,88.0
459318,2018-08-19 17:00:00,40.68,57.61,4.95,39.71,44.65,9.88,1.29,1.69,11.81,4.75,13.97,,88.0
459319,2018-08-19 18:00:00,30.26,46.74,3.99,37.64,41.64,9.08,1.26,1.64,12.91,4.76,13.92,,88.0
459320,2018-08-19 19:00:00,21.98,32.37,3.05,40.97,44.02,9.13,1.23,1.86,11.47,1.97,8.99,,88.0
459321,2018-08-19 20:00:00,15.94,25.91,3.02,38.46,41.48,9.17,1.25,1.64,10.38,1.68,8.8,,88.0
459322,2018-08-19 21:00:00,12.19,25.21,3.49,36.9,40.39,9.6,1.3,1.32,7.73,3.66,12.19,,88.0
459323,2018-08-19 22:00:00,11.02,28.73,3.39,31.21,34.6,8.75,1.31,1.21,7.03,3.22,13.3,,70.0
459324,2018-08-19 23:00:00,11.72,25.57,3.11,26.19,29.31,8.98,1.25,1.22,7.44,2.55,9.68,,70.0
459325,2018-08-20 00:00:00,12.66,19.31,2.62,24.23,26.85,8.98,1.28,1.16,7.3,2.8,9.08,,66.0
459326,2018-08-20 01:00:00,10.85,17.73,2.25,15.03,17.28,9.37,1.18,1.08,9.76,1.62,11.34,,66.0
459327,2018-08-20 02:00:00,7.77,15.41,2.03,13.41,15.43,9.18,1.16,1.27,9.61,1.63,12.12,,66.0
459328,2018-08-20 03:00:00,8.67,16.05,2.23,10.6,12.83,9.26,1.1,1.45,10.69,1.22,10.22,,66.0
459329,2018-08-20 04:00:00,10.64,19.2,1.92,9.12,11.04,10.22,1.07,1.5,11.99,0.92,8.28,,66.0
459330,2018-08-20 05:00:00,9.18,17.11,1.94,9.65,11.59,10.87,1.09,1.41,13.08,0.86,10.28,,66.0
459331,2018-08-20 06:00:00,6.61,17.15,2.08,9.29,11.38,10.26,1.12,1.54,15.19,0.75,12.28,,64.0
459332,2018-08-20 07:00:00,5.04,15.82,2.67,10.37,13.04,10.85,1.11,1.54,15.84,0.58,10.63,,64.0
459333,2018-08-20 08:00:00,4.21,13.64,4.14,14.81,18.95,11.55,1.16,1.66,14.22,0.57,9.08,,59.0
459334,2018-08-20 09:00:00,5.66,14.4,5.76,20.4,26.16,11.93,1.2,1.32,11.23,1.19,11.62,,60.0
459335,2018-08-20 10:00:00,6.05,14.67,7.21,21.0,28.22,11.18,1.25,1.41,14.18,1.23,13.93,,62.0
459336,2018-08-20 11:00:00,5.35,17.16,9.67,23.12,32.79,11.66,1.26,1.66,13.77,2.37,12.11,,63.0
459337,2018-08-20 12:00:00,10.66,21.89,9.88,20.7,30.58,12.4,1.22,1.74,13.02,4.08,8.47,,63.0
459338,2018-08-20 13:00:00,11.9,21.03,64.75,36.77,93.55,42.16,1.2,1.81,11.24,3.34,7.7,,63.0
459339,2018-08-20 14:00:00,8.94,25.14,9.89,23.94,33.83,11.43,1.25,1.09,11.16,1.73,8.01,,63.0
459340,2018-08-20 15:00:00,4.05,29.32,8.3,20.53,28.82,9.16,1.18,1.15,13.53,1.03,6.5,,63.0
459341,2018-08-20 16:00:00,,33.82,8.72,34.62,43.34,21.15,1.1,0.96,10.53,2.06,3.93,,63.0
459342,2018-08-20 17:00:00,48.35,52.53,8.04,32.44,40.48,17.19,1.12,1.42,9.53,1.65,4.52,,63.0
459343,2018-08-20 18:00:00,59.13,41.12,9.13,35.83,44.95,11.5,1.18,1.16,5.6,1.3,3.68,,63.0
459344,2018-08-20 19:00:00,39.26,31.11,9.76,35.02,44.78,14.41,1.19,1.24,4.61,1.3,6.55,,62.0
459345,2018-08-20 20:00:00,12.22,27.52,13.61,33.86,47.47,16.52,1.18,1.48,2.6,1.02,6.19,,62.0
459346,2018-08-20 21:00:00,4.96,26.58,11.11,33.26,44.37,17.13,1.19,1.25,2.33,1.12,7.55,,62.0
459347,2018-08-20 22:00:00,2.54,26.44,11.17,33.87,45.04,16.41,1.28,1.44,1.78,1.25,9.87,,64.0
459348,2018-08-20 23:00:00,1.56,24.36,4.96,27.14,32.1,15.93,1.21,1.43,3.73,0.88,10.29,,64.0
459349,2018-08-21 00:00:00,1.07,25.88,3.66,22.57,26.22,15.89,1.11,1.88,4.72,2.05,7.4,,64.0
459350,2018-08-21 01:00:00,7.15,27.19,2.91,17.38,20.29,15.35,1.05,1.39,6.68,1.25,8.16,,64.0
459351,2018-08-21 02:00:00,7.09,25.6,2.64,12.26,14.9,14.75,1.09,1.51,10.31,0.64,11.21,,64.0
459352,2018-08-21 03:00:00,5.66,21.96,2.41,12.4,14.81,14.38,1.09,1.72,10.82,1.76,11.74,,64.0
459353,2018-08-21 04:00:00,4.57,17.86,2.3,11.04,13.34,14.09,1.02,1.98,12.17,0.8,8.6,,64.0
459354,2018-08-21 05:00:00,3.38,16.91,2.93,15.25,18.17,13.68,1.01,0.51,9.53,0.52,8.74,,64.0
459355,2018-08-21 06:00:00,2.78,13.94,2.8,18.86,21.66,13.13,1.1,0.41,9.2,0.37,11.39,,60.0
459356,2018-08-21 07:00:00,2.75,14.0,3.84,21.13,24.97,13.06,1.18,0.6,5.89,1.17,12.1,,59.0
459357,2018-08-21 08:00:00,2.47,13.19,7.61,21.42,29.04,13.22,1.16,0.51,4.15,1.89,9.86,,59.0
459358,2018-08-21 09:00:00,6.11,15.66,10.39,24.7,35.09,13.06,1.18,1.28,5.55,1.71,10.11,,59.0
459359,2018-08-21 10:00:00,6.16,20.74,10.9,21.78,32.68,13.02,1.26,1.5,7.57,2.13,12.2,,63.0
459360,2018-08-21 11:00:00,5.0,24.13,9.23,27.11,36.34,12.44,1.31,1.53,10.47,2.62,14.39,,66.0
459361,2018-08-21 12:00:00,11.3,25.81,6.89,22.96,29.85,12.17,1.2,1.37,16.76,1.86,12.11,,66.0
459362,2018-08-21 13:00:00,13.9,29.97,7.74,25.9,33.64,12.57,1.16,1.38,17.74,2.15,11.22,,66.0
459363,2018-08-21 14:00:00,10.89,26.47,6.22,25.68,31.9,12.11,1.23,1.37,17.99,1.14,12.73,,66.0
459364,2018-08-21 15:00:00,11.22,27.66,5.59,25.2,30.78,11.72,1.29,1.04,14.55,2.24,13.64,,66.0
459365,2018-08-21 16:00:00,18.96,37.28,8.45,43.81,52.26,46.52,1.26,1.1,11.95,2.27,13.01,,66.0
459366,2018-08-21 17:00:00,17.52,35.31,8.72,35.76,44.48,12.91,1.22,0.07,10.41,2.98,5.37,,66.0
459367,2018-08-21 18:00:00,14.27,33.18,7.46,39.05,46.51,11.96,1.26,0.3,8.44,3.28,4.77,,66.0
459368,2018-08-21 19:00:00,10.7,28.22,9.19,42.06,51.25,11.43,1.33,0.39,5.2,2.3,6.66,,66.0
459369,2018-08-21 20:00:00,8.51,28.45,10.97,45.16,56.13,11.22,1.35,0.34,3.18,2.73,7.16,,68.0
459370,2018-08-21 21:00:00,6.52,30.5,11.42,50.03,61.44,11.7,1.34,1.38,2.41,1.98,6.88,,68.0
459371,2018-08-21 22:00:00,6.04,39.99,5.73,42.72,48.45,12.49,1.43,1.58,4.19,1.5,7.78,,72.0
459372,2018-08-21 23:00:00,11.7,38.31,3.75,39.39,43.15,12.14,1.41,1.46,5.87,1.49,10.37,,72.0
459373,2018-08-22 00:00:00,19.34,35.12,3.05,33.56,36.61,11.92,1.35,1.54,8.38,1.36,10.22,,72.0
459374,2018-08-22 01:00:00,21.35,31.85,2.75,32.6,35.35,12.12,1.27,1.05,8.83,1.14,8.51,,72.0
459375,2018-08-22 02:00:00,21.27,31.9,2.01,22.05,24.06,12.32,1.22,0.67,10.65,0.89,8.04,,72.0
459376,2018-08-22 03:00:00,16.95,33.99,2.17,20.67,22.83,11.72,1.22,0.42,13.78,0.62,11.28,,72.0
459377,2018-08-22 04:00:00,12.45,30.05,2.15,19.09,21.24,10.93,1.17,0.66,18.36,0.43,13.35,,72.0
459378,2018-08-22 05:00:00,14.44,27.86,2.1,24.05,26.15,11.0,1.13,0.82,10.83,0.45,8.64,,72.0
459379,2018-08-22 06:00:00,14.56,21.62,2.8,20.09,22.89,11.0,1.17,0.89,9.31,0.6,8.73,,70.0
459380,2018-08-22 07:00:00,11.72,20.02,2.96,19.73,22.69,10.69,1.22,0.74,14.57,0.7,12.6,,68.0
459381,2018-08-22 08:00:00,8.93,15.92,4.01,23.87,27.87,10.19,1.25,0.76,13.19,0.64,13.44,,64.0
459382,2018-08-22 09:00:00,6.97,16.72,8.88,37.83,46.71,10.11,1.2,1.55,7.28,0.8,9.36,,62.0
459383,2018-08-22 10:00:00,9.52,17.23,8.32,25.99,34.31,10.24,1.18,1.45,7.46,1.02,8.81,,62.0
