,Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI
456409,2018-04-20 12:00:00,,,4.48,27.8,32.28,13.36,1.15,,42.47,5.02,0.75,,
456410,2018-04-20 13:00:00,,,4.09,23.24,27.34,13.13,1.13,,43.61,4.45,0.14,,
456411,2018-04-20 14:00:00,,,3.7,26.61,30.3,12.98,1.16,,41.64,5.09,0.19,,
456412,2018-04-20 15:00:00,,,3.42,22.31,25.72,12.26,1.17,,37.73,5.04,0.35,,
456413,2018-04-20 16:00:00,,,4.21,23.3,27.51,12.53,1.14,,32.94,4.7,0.39,,
456414,2018-04-20 17:00:00,,,4.09,23.52,27.61,11.94,1.16,,27.93,4.51,0.37,,
456415,2018-04-20 18:00:00,,,4.68,29.24,33.92,12.53,1.16,,21.83,4.53,0.41,,
456416,2018-04-20 19:00:00,,,5.88,30.53,36.4,10.99,1.27,,12.07,4.75,0.39,,
456417,2018-04-20 20:00:00,,,10.29,34.86,45.15,10.98,1.35,,8.58,5.09,0.48,,
456418,2018-04-20 21:00:00,,,7.7,29.55,37.25,10.59,1.19,,10.3,5.28,0.45,,
456419,2018-04-20 22:00:00,,,5.43,23.24,28.68,10.92,1.16,,11.54,4.86,0.46,,
456420,2018-04-20 23:00:00,,,4.57,20.3,24.87,10.86,1.14,,11.74,4.39,0.4,,
456421,2018-04-21 00:00:00,,,3.56,18.24,21.81,10.39,1.1,,11.91,4.0,0.48,,
456422,2018-04-21 01:00:00,,,2.7,16.14,18.84,10.67,0.93,,13.92,3.58,0.45,,
456423,2018-04-21 02:00:00,,,2.52,13.66,16.18,10.19,0.96,,15.85,3.26,0.42,,
456424,2018-04-21 03:00:00,,,2.55,11.29,13.84,10.5,0.94,,17.4,3.18,0.51,,
456425,2018-04-21 04:00:00,,,1.95,13.31,15.27,10.03,0.96,,19.31,3.03,0.46,,
456426,2018-04-21 05:00:00,,,2.44,13.91,16.35,10.44,1.08,,19.59,2.75,0.46,,
456427,2018-04-21 06:00:00,,,3.08,18.81,21.89,9.95,1.17,,16.86,2.91,0.48,,
456428,2018-04-21 07:00:00,,,3.8,18.97,22.76,9.96,1.18,,17.19,3.2,0.57,,
456429,2018-04-21 08:00:00,,,4.31,19.85,24.16,9.57,1.21,,19.18,3.38,0.55,,
456430,2018-04-21 09:00:00,,,3.82,19.8,23.62,9.45,1.21,,24.03,3.48,0.49,,
456431,2018-04-21 10:00:00,,,4.05,20.45,24.5,9.43,1.25,,27.41,3.44,0.48,,
456432,2018-04-21 11:00:00,,,3.74,21.94,25.68,9.15,1.29,,34.42,3.39,0.38,,
456433,2018-04-21 12:00:00,,,3.71,23.01,26.73,9.68,1.27,,39.73,3.63,0.41,,
456434,2018-04-21 13:00:00,,,3.16,23.84,27.0,9.07,1.12,,42.14,4.14,0.38,,
456435,2018-04-21 14:00:00,,,3.78,27.28,31.07,9.75,1.16,,43.42,4.54,0.43,,
456436,2018-04-21 15:00:00,,,3.41,26.27,29.67,9.34,1.18,,38.17,4.88,0.69,,
456437,2018-04-21 16:00:00,,,3.66,23.44,27.09,9.38,1.14,,32.46,4.49,0.52,,
456438,2018-04-21 17:00:00,,,3.83,23.47,27.3,9.23,1.12,,28.98,4.41,0.45,,
456439,2018-04-21 18:00:00,,,4.56,30.98,35.54,9.1,1.13,,19.62,4.53,0.42,,
456440,2018-04-21 19:00:00,,,3.17,30.12,33.29,8.92,1.11,,28.76,4.48,0.43,,
456441,2018-04-21 20:00:00,,,2.63,48.68,51.3,8.96,1.15,,36.24,4.69,0.52,,
456442,2018-04-21 21:00:00,,,3.2,66.17,69.37,8.75,1.2,,25.53,7.75,0.64,,
456443,2018-04-21 22:00:00,,,3.18,61.11,64.28,8.81,1.25,,25.72,8.39,0.67,,
456444,2018-04-21 23:00:00,,,2.33,40.36,42.68,8.8,1.09,,30.28,7.7,0.73,,
456445,2018-04-22 00:00:00,,,2.62,31.17,33.79,8.61,1.14,,23.24,6.93,0.69,,
456446,2018-04-22 01:00:00,,,2.47,23.07,25.54,9.61,1.07,,21.72,6.09,0.86,,
456447,2018-04-22 02:00:00,,,2.57,17.85,20.41,9.48,1.13,,16.77,5.49,0.75,,
456448,2018-04-22 03:00:00,,,2.55,18.4,20.95,9.93,1.12,,13.03,4.97,0.79,,
456449,2018-04-22 04:00:00,,,2.51,19.69,22.2,9.7,1.13,,17.64,4.62,0.79,,
456450,2018-04-22 05:00:00,,,2.14,19.04,21.18,9.7,1.11,,26.09,4.42,0.78,,
456451,2018-04-22 06:00:00,,,2.36,20.56,22.93,9.9,1.12,,19.33,4.19,0.83,,
456452,2018-04-22 07:00:00,,,2.35,18.21,20.56,9.45,1.17,,22.25,4.04,0.77,,
456453,2018-04-22 08:00:00,,,2.63,15.41,18.04,9.93,1.17,,24.22,4.0,0.88,,
456454,2018-04-22 09:00:00,,,3.13,13.14,16.28,9.38,0.97,,25.28,3.89,0.75,,
456455,2018-04-22 10:00:00,,,3.17,15.46,18.63,9.81,1.0,,31.33,3.78,0.67,,
456456,2018-04-22 11:00:00,,,3.0,16.98,19.98,9.1,1.06,,38.35,3.68,0.58,,
456457,2018-04-22 12:00:00,,,2.83,17.27,20.1,9.37,1.06,,43.17,3.57,0.55,,
456458,2018-04-22 13:00:00,,,3.17,19.79,22.95,9.15,1.08,,43.9,4.03,0.68,,
456459,2018-04-22 14:00:00,,,2.9,17.72,20.62,9.0,1.08,,47.11,4.35,0.64,,
456460,2018-04-22 15:00:00,,,2.29,19.33,21.62,9.29,0.99,,48.66,4.51,0.75,,
456461,2018-04-22 16:00:00,,,4.95,66.17,71.11,8.22,0.99,,34.06,4.55,0.88,,
456462,2018-04-22 17:00:00,,,3.45,40.93,44.38,9.95,0.93,,47.21,5.66,1.31,,
456463,2018-04-22 18:00:00,,,2.7,48.12,50.82,8.46,0.92,,40.64,7.0,1.37,,
456464,2018-04-22 19:00:00,,,2.76,59.3,62.06,9.26,1.03,,28.86,7.07,1.46,,
456465,2018-04-22 20:00:00,,,2.95,59.11,62.06,9.59,1.16,,20.93,6.88,1.47,,
456466,2018-04-22 21:00:00,,,4.08,50.72,54.8,10.75,1.24,,14.71,6.83,1.54,,
456467,2018-04-22 22:00:00,,,4.63,38.78,43.41,11.09,1.27,,10.42,6.93,1.64,,
456468,2018-04-22 23:00:00,,,4.58,36.17,40.74,11.46,1.27,,7.6,7.01,1.56,,
456469,2018-04-23 00:00:00,,,3.96,25.68,29.65,11.29,1.12,,10.02,7.02,1.55,,
456470,2018-04-23 01:00:00,,,2.79,19.68,22.47,10.94,1.06,,11.3,6.56,1.6,,
456471,2018-04-23 02:00:00,,,3.1,17.68,20.78,10.79,1.05,,10.94,5.94,1.46,,
456472,2018-04-23 03:00:00,,,2.69,12.98,15.67,10.39,1.02,,12.22,5.41,1.33,,
456473,2018-04-23 04:00:00,,,2.63,11.54,14.17,10.51,0.98,,13.09,4.91,1.26,,
456474,2018-04-23 05:00:00,,,2.41,12.06,14.47,9.69,1.0,,12.23,4.51,1.23,,
456475,2018-04-23 06:00:00,,,3.12,23.35,26.47,9.76,1.03,,9.97,4.35,1.41,,
456476,2018-04-23 07:00:00,,,4.23,20.6,24.83,8.97,1.07,,12.44,4.38,1.37,,
456477,2018-04-23 08:00:00,,,3.88,16.68,20.56,9.12,1.09,,16.15,4.29,1.36,,
456478,2018-04-23 09:00:00,,,3.62,14.5,18.12,9.21,1.01,,23.01,4.25,1.3,,
456479,2018-04-23 10:00:00,,,3.18,15.3,18.48,8.91,1.06,,30.86,4.24,1.27,,
456480,2018-04-23 11:00:00,,,3.03,17.33,20.36,9.26,1.08,,38.8,4.41,1.31,,
456481,2018-04-23 12:00:00,,,2.11,15.01,17.12,8.95,1.11,,45.21,4.71,1.14,,
456482,2018-04-23 13:00:00,,,2.37,18.0,20.36,8.4,1.19,,56.32,5.33,1.22,,
456483,2018-04-23 14:00:00,,,2.01,29.38,31.39,8.41,1.16,,76.52,6.09,1.45,,
456484,2018-04-23 15:00:00,,,1.87,29.68,31.55,9.82,1.11,,84.65,5.92,1.14,,
456485,2018-04-23 16:00:00,,,2.21,29.74,31.94,9.97,1.37,,72.31,6.8,1.07,,
456486,2018-04-23 17:00:00,,,2.13,56.15,58.28,9.69,1.12,,59.79,7.46,1.37,,
456487,2018-04-23 18:00:00,,,2.58,88.7,91.28,11.05,1.03,,42.78,12.35,1.57,,
456488,2018-04-23 19:00:00,,,3.14,95.21,98.35,11.43,1.16,,26.81,14.85,1.61,,
456489,2018-04-23 20:00:00,,,3.83,58.81,62.64,14.17,1.21,,18.96,14.46,1.77,,
456490,2018-04-23 21:00:00,,,3.6,45.1,48.7,14.35,1.27,,21.44,11.98,1.41,,
456491,2018-04-23 22:00:00,,,3.46,57.59,61.05,15.09,1.08,,24.94,10.1,1.42,,
456492,2018-04-23 23:00:00,,,8.11,90.14,98.25,12.18,1.29,,10.56,9.15,1.47,,
456493,2018-04-24 00:00:00,,,2.98,69.61,72.59,12.89,1.04,,21.97,10.31,1.6,,
456494,2018-04-24 01:00:00,,,2.68,66.56,69.24,11.85,1.02,,14.65,9.87,1.56,,
456495,2018-04-24 02:00:00,,,29.83,99.91,129.73,10.84,1.12,,2.05,9.18,1.75,,
456496,2018-04-24 03:00:00,,,112.15,91.9,204.05,9.68,1.39,,0.59,8.67,1.79,,
456497,2018-04-24 04:00:00,,,58.18,85.99,144.16,11.09,1.18,,0.42,8.55,1.93,,
456498,2018-04-24 05:00:00,,,10.44,50.76,61.2,13.85,1.01,,10.12,8.35,1.92,,
456499,2018-04-24 06:00:00,,,3.04,34.21,37.24,13.85,1.07,,17.37,7.85,1.85,,
456500,2018-04-24 07:00:00,,,5.02,43.33,48.35,15.39,1.19,,14.86,7.66,1.94,,
456501,2018-04-24 08:00:00,,,4.65,36.04,40.69,13.54,1.19,,25.59,7.59,1.72,,
456502,2018-04-24 09:00:00,,,3.93,35.46,39.39,15.13,1.02,,39.48,7.38,1.81,,
456503,2018-04-24 10:00:00,,,5.24,51.16,56.4,13.68,0.98,,47.16,7.41,1.83,,
456504,2018-04-24 11:00:00,,,3.37,39.99,43.36,15.83,0.91,,66.25,7.53,2.07,,
456505,2018-04-24 12:00:00,,,2.71,35.59,38.3,15.81,0.71,,77.88,7.8,2.39,,
456506,2018-04-24 13:00:00,,,2.18,33.89,36.07,16.45,0.74,,82.52,7.73,2.5,,
456507,2018-04-24 14:00:00,,,2.19,24.63,26.83,16.86,0.8,,100.39,7.91,2.73,,
456508,2018-04-24 15:00:00,,,2.34,25.85,28.12,16.47,0.73,,101.81,8.29,3.52,,
456509,2018-04-24 16:00:00,,,2.58,40.93,43.51,16.89,0.74,,111.12,8.56,2.73,,
456510,2018-04-24 17:00:00,,,2.41,46.86,49.27,14.84,0.71,,106.95,8.15,2.04,,
456511,2018-04-24 18:00:00,,,2.14,75.16,77.27,14.29,0.86,,78.0,8.23,2.22,,
456512,2018-04-24 19:00:00,,,3.01,114.21,117.21,12.26,1.05,,51.7,10.1,2.28,,
456513,2018-04-24 20:00:00,,,2.93,52.79,55.72,15.05,1.26,,29.35,11.0,2.08,,
456514,2018-04-24 21:00:00,,,3.14,42.71,45.86,15.23,1.21,,25.78,9.68,1.73,,
456515,2018-04-24 22:00:00,,,2.62,32.48,35.11,14.92,1.19,,39.88,7.76,1.36,,
456516,2018-04-24 23:00:00,,,2.01,28.08,30.08,13.86,1.16,,44.09,6.65,1.15,,
456517,2018-04-25 00:00:00,,,1.76,19.42,21.17,13.25,1.13,,50.22,6.11,1.15,,
456518,2018-04-25 01:00:00,,,1.95,15.32,17.27,12.65,1.08,,48.28,5.68,1.16,,
456519,2018-04-25 02:00:00,,,2.16,16.96,19.12,12.01,1.13,,40.84,5.37,1.12,,
456520,2018-04-25 03:00:00,,,2.25,17.5,19.74,12.49,1.11,,37.52,5.21,1.18,,
456521,2018-04-25 04:00:00,,,2.18,22.07,24.24,11.66,1.1,,30.9,5.03,1.22,,
456522,2018-04-25 05:00:00,,,1.83,19.36,21.13,12.33,1.05,,28.85,4.83,1.24,,
456523,2018-04-25 06:00:00,,,2.45,25.16,27.61,11.58,1.1,,23.8,4.88,1.25,,
456524,2018-04-25 07:00:00,,,2.9,31.01,33.91,11.51,1.13,,20.48,4.93,1.25,,
456525,2018-04-25 08:00:00,,,3.52,21.97,25.49,11.51,1.15,,27.99,4.98,1.31,,
456526,2018-04-25 09:00:00,,,3.6,19.59,23.18,11.41,1.16,,31.62,4.72,1.1,,
456527,2018-04-25 10:00:00,,,3.89,24.76,28.65,11.37,1.22,,45.23,4.82,1.14,,
456528,2018-04-25 11:00:00,,,3.39,36.33,39.73,10.7,1.32,,60.49,5.25,1.01,,
456529,2018-04-25 12:00:00,,,3.16,30.72,33.88,11.43,1.19,,69.93,5.75,0.84,,
456530,2018-04-25 13:00:00,,,2.49,26.15,28.64,11.25,0.99,,49.49,6.2,0.8,,
456531,2018-04-25 14:00:00,,,2.16,18.37,20.53,10.11,1.05,,60.86,5.67,0.78,,
456532,2018-04-25 15:00:00,,,2.5,25.09,27.59,9.58,0.79,,,4.5,0.22,,
456533,2018-04-25 16:00:00,,,3.05,32.83,35.88,15.15,0.0,,,5.12,0.2,,
456534,2018-04-25 17:00:00,,,3.18,33.9,37.09,16.9,0.0,,,5.13,0.01,,
456535,2018-04-25 18:00:00,,,2.46,29.28,31.75,16.69,0.0,,,4.76,0.0,,
456536,2018-04-25 19:00:00,,,2.74,39.19,41.93,14.63,0.0,,,5.04,0.0,,
456537,2018-04-25 20:00:00,,,2.61,35.08,37.69,13.48,0.0,,,3.17,0.0,,
456538,2018-04-25 21:00:00,,,2.37,42.93,45.3,14.25,0.0,,,3.03,0.0,,
456539,2018-04-25 22:00:00,,,1.6,27.6,29.16,12.51,0.0,,,3.04,0.0,,
456540,2018-04-25 23:00:00,,,2.08,28.14,30.22,14.47,0.0,,,2.77,0.0,,
456541,2018-04-26 00:00:00,,,1.8,23.43,25.23,12.18,0.0,,,2.19,0.0,,
456542,2018-04-26 01:00:00,,,2.2,14.85,17.05,13.25,0.0,,,7.22,0.0,,
456543,2018-04-26 02:00:00,,,2.13,12.79,14.92,12.27,0.0,,,6.09,0.0,,
456544,2018-04-26 03:00:00,,,2.25,16.14,18.38,12.38,0.0,,,5.57,0.0,,
456545,2018-04-26 04:00:00,,,1.77,14.9,16.67,10.81,0.0,,,2.74,0.0,,
456546,2018-04-26 05:00:00,,,1.83,15.62,17.46,10.9,0.0,,,1.71,0.0,,
456547,2018-04-26 06:00:00,,,2.13,20.0,22.14,11.63,0.0,,,1.49,0.0,,
456548,2018-04-26 07:00:00,,,2.19,23.25,25.45,11.65,0.0,,,1.63,0.0,,
456549,2018-04-26 08:00:00,,,3.02,32.81,35.84,12.74,0.0,,,1.96,0.0,,
456550,2018-04-26 09:00:00,,,3.96,31.97,35.93,12.05,0.0,,,2.12,0.0,,
456551,2018-04-26 10:00:00,,,4.65,33.46,38.11,13.27,0.0,,,2.44,0.0,,
456552,2018-04-26 11:00:00,,,4.63,32.55,37.18,13.49,0.0,,,2.69,0.0,,
456553,2018-04-26 12:00:00,,,4.89,25.51,30.39,14.99,0.0,,,2.78,0.0,,
456554,2018-04-26 13:00:00,,,3.31,22.3,25.61,13.46,0.0,,,2.48,0.0,,
456555,2018-04-26 14:00:00,,,2.78,18.32,21.11,13.4,0.0,,,3.07,0.0,,
456556,2018-04-26 15:00:00,,,2.76,18.35,21.12,13.16,0.0,,,2.06,0.0,,
456557,2018-04-26 16:00:00,,,2.83,20.12,22.95,12.08,0.0,,,2.15,0.0,,
456558,2018-04-26 17:00:00,,,3.47,26.73,30.2,13.33,0.0,,,3.23,0.0,,
456559,2018-04-26 18:00:00,,,4.52,33.94,38.45,11.27,0.0,,,3.12,0.0,,
456560,2018-04-26 19:00:00,,,4.76,32.7,37.46,11.6,0.0,,,3.8,0.0,,
456561,2018-04-26 20:00:00,,,5.35,31.34,36.69,10.76,0.0,,,2.95,0.0,,
456562,2018-04-26 21:00:00,,,2.06,19.69,21.76,10.69,0.0,,,1.66,0.0,,
456563,2018-04-26 22:00:00,,,2.08,22.66,24.74,9.7,0.0,,,1.4,0.0,,
456564,2018-04-26 23:00:00,,,1.85,35.1,36.94,9.71,0.0,,,1.88,0.0,,
456565,2018-04-27 00:00:00,,,1.71,36.59,38.3,10.27,0.0,,,5.17,0.07,,
456566,2018-04-27 01:00:00,,,1.8,22.38,24.18,10.57,0.0,,,1.54,0.0,,
456567,2018-04-27 02:00:00,,,1.94,19.03,20.97,10.83,0.0,,,0.97,0.0,,
456568,2018-04-27 03:00:00,,,2.1,24.49,26.59,10.72,0.0,,,1.44,0.0,,
456569,2018-04-27 04:00:00,,,2.22,36.18,38.4,10.6,0.0,,,1.5,0.0,,
456570,2018-04-27 05:00:00,,,3.56,40.77,44.33,10.17,0.0,,,1.54,0.0,,
456571,2018-04-27 06:00:00,,,11.29,86.47,97.76,9.37,0.0,,,1.79,0.0,,
456572,2018-04-27 07:00:00,,,4.33,59.19,63.52,10.18,0.0,,,5.99,0.0,,
456573,2018-04-27 08:00:00,,,4.13,54.3,58.43,10.27,0.0,,,4.73,0.04,,
456574,2018-04-27 09:00:00,,,4.65,54.1,58.75,10.19,0.0,,,6.5,0.07,,
456575,2018-04-27 10:00:00,,,4.18,58.79,62.97,10.26,0.0,,,5.89,0.05,,
456576,2018-04-27 11:00:00,,,3.24,44.91,48.15,11.03,0.0,,,5.56,0.05,,
456577,2018-04-27 12:00:00,,,2.74,38.35,41.08,11.11,0.0,,,6.23,0.0,,
456578,2018-04-27 13:00:00,,,2.89,35.91,38.79,11.99,0.0,,,12.79,0.25,,
456579,2018-04-27 14:00:00,,,2.45,29.15,31.6,11.22,0.0,,,6.78,0.06,,
456580,2018-04-27 15:00:00,,,2.81,31.24,34.05,11.14,0.0,,,3.21,0.0,,
456581,2018-04-27 16:00:00,,,3.13,41.02,44.15,11.41,0.0,,,2.46,0.0,,
456582,2018-04-27 17:00:00,,,2.92,50.88,53.79,12.18,0.0,,,2.76,0.0,,
456583,2018-04-27 18:00:00,,,3.22,71.93,75.14,13.19,0.0,,,9.21,0.21,,
456584,2018-04-27 19:00:00,,,2.69,60.48,63.17,12.88,0.0,,,10.03,0.22,,
456585,2018-04-27 20:00:00,,,2.78,49.63,52.41,13.93,0.0,,,4.01,0.0,,
456586,2018-04-27 21:00:00,,,2.47,51.58,54.05,13.75,0.0,,,5.02,0.0,,
456587,2018-04-27 22:00:00,,,2.57,36.33,38.9,15.04,0.0,,,3.35,0.0,,
456588,2018-04-27 23:00:00,,,2.38,51.14,53.52,12.69,0.0,,,2.58,0.0,,
456589,2018-04-28 00:00:00,,,2.83,68.91,71.66,12.22,0.0,,,1.87,0.0,,
456590,2018-04-28 01:00:00,,,1.59,31.46,33.05,11.33,0.0,,,1.68,0.0,,
456591,2018-04-28 02:00:00,,,1.99,42.41,44.4,10.69,0.0,,,1.19,0.0,,
456592,2018-04-28 03:00:00,,,3.16,56.01,59.18,11.18,0.0,,,1.41,0.0,,
456593,2018-04-28 04:00:00,,,1.66,47.27,48.93,11.92,0.0,,,6.86,0.07,,
456594,2018-04-28 05:00:00,,,1.92,32.48,34.4,13.12,0.0,,,7.91,0.06,,
456595,2018-04-28 06:00:00,,,7.84,67.54,75.38,12.17,0.0,,,5.62,0.0,,
456596,2018-04-28 07:00:00,,,7.24,63.8,71.04,12.22,0.0,,,6.22,0.0,,
456597,2018-04-28 08:00:00,,,6.54,58.41,64.95,12.08,0.0,,,4.19,0.0,,
456598,2018-04-28 09:00:00,,,5.43,71.98,77.41,12.97,0.0,,,6.55,0.09,,
456599,2018-04-28 10:00:00,,,6.99,89.43,96.41,12.54,0.0,,,15.25,0.0,,
456600,2018-04-28 11:00:00,,,3.93,73.45,77.38,12.98,0.0,,,17.38,0.4,,
456601,2018-04-28 12:00:00,,,3.09,47.07,50.16,13.88,0.0,,,7.25,0.29,,
456602,2018-04-28 13:00:00,,,2.6,33.84,36.43,14.1,0.0,,,6.36,0.09,,
456603,2018-04-28 14:00:00,,,2.33,25.29,27.62,16.33,0.0,,,3.78,0.0,,
456604,2018-04-28 15:00:00,,,2.19,23.57,25.72,17.22,0.0,,,3.18,0.0,,
456605,2018-04-28 16:00:00,,,2.35,28.48,30.83,17.96,0.0,,,4.45,0.0,,
456606,2018-04-28 17:00:00,,,2.51,43.42,45.93,16.11,0.0,,,3.53,0.0,,
456607,2018-04-28 18:00:00,,,1.97,45.74,47.58,16.56,0.0,,,3.54,0.04,,
456608,2018-04-28 19:00:00,,,2.1,73.46,75.56,14.87,0.0,,,4.88,0.31,,
456609,2018-04-28 20:00:00,,,2.25,60.16,62.41,15.06,0.0,,,6.65,0.19,,
456610,2018-04-28 21:00:00,,,2.68,60.32,63.0,14.78,0.0,,,5.17,0.08,,
456611,2018-04-28 22:00:00,,,2.81,52.86,55.68,14.32,0.0,,,5.04,0.27,,
456612,2018-04-28 23:00:00,,,2.23,40.53,42.75,15.24,0.0,,,4.29,0.0,,
456613,2018-04-29 00:00:00,,,2.1,27.87,29.97,13.88,0.0,,,2.98,0.0,,
456614,2018-04-29 01:00:00,,,2.62,24.38,27.0,14.23,0.0,,,2.74,0.0,,
456615,2018-04-29 02:00:00,,,2.55,16.57,19.12,12.77,0.0,,,1.71,0.0,,
456616,2018-04-29 03:00:00,,,2.62,14.41,17.03,12.59,0.0,,,0.93,0.0,,
456617,2018-04-29 04:00:00,,,2.52,12.76,15.29,11.66,0.0,,,0.74,0.0,,
456618,2018-04-29 05:00:00,,,2.83,16.47,19.3,11.39,0.0,,,0.85,0.0,,
456619,2018-04-29 06:00:00,,,4.02,18.43,22.45,10.63,0.0,,,0.92,0.0,,
456620,2018-04-29 07:00:00,,,4.74,18.15,22.88,10.43,0.0,,,1.12,0.0,,
456621,2018-04-29 08:00:00,,,4.94,14.65,19.59,10.42,0.0,,,1.61,0.0,,
456622,2018-04-29 09:00:00,,,3.67,13.9,17.57,10.05,0.0,,,1.13,0.0,,
456623,2018-04-29 10:00:00,,,3.41,15.92,19.34,10.28,0.0,,,1.92,0.0,,
456624,2018-04-29 11:00:00,,,2.63,19.89,22.53,10.06,0.0,,,1.33,0.0,,
456625,2018-04-29 12:00:00,,,2.48,18.16,20.64,10.18,0.0,,,1.58,0.0,,
456626,2018-04-29 13:00:00,,,2.61,23.01,25.62,10.2,0.0,,,2.29,0.0,,
456627,2018-04-29 14:00:00,,,1.9,22.15,24.03,10.75,0.0,,,3.15,0.0,,
456628,2018-04-29 15:00:00,,,2.34,19.08,21.43,11.84,0.0,,,1.73,0.0,,
456629,2018-04-29 16:00:00,,,2.48,28.02,30.5,13.46,0.0,,,1.59,0.0,,
456630,2018-04-29 17:00:00,,,2.64,25.3,27.93,14.96,0.0,,,1.34,0.0,,
456631,2018-04-29 18:00:00,,,2.23,32.43,34.66,14.44,0.0,,,1.78,0.0,,
456632,2018-04-29 19:00:00,,,1.87,28.87,30.73,15.32,0.0,,,1.4,0.0,,
456633,2018-04-29 20:00:00,,,2.43,28.8,31.23,14.35,0.0,,,1.44,0.0,,
456634,2018-04-29 21:00:00,,,2.21,27.58,29.79,15.04,0.0,,,1.57,0.0,,
456635,2018-04-29 22:00:00,,,2.12,32.67,34.79,13.02,0.0,,,1.94,0.0,,
456636,2018-04-29 23:00:00,,,2.0,23.83,25.83,13.24,0.0,,,1.94,0.0,,
456637,2018-04-30 00:00:00,,,2.34,18.03,20.37,11.95,0.0,,,1.37,0.0,,
456638,2018-04-30 01:00:00,,,1.84,14.12,15.96,11.39,0.0,,,1.1,0.0,,
456639,2018-04-30 02:00:00,,,2.07,12.0,14.07,11.26,0.0,,,0.75,0.0,,
456640,2018-04-30 03:00:00,,,1.79,11.96,13.75,10.56,0.0,,,0.59,0.0,,
456641,2018-04-30 04:00:00,,,1.71,12.1,13.81,10.65,0.0,,,0.57,0.0,,
456642,2018-04-30 05:00:00,,,2.2,13.74,15.94,9.85,0.0,,,0.57,0.0,,
456643,2018-04-30 06:00:00,,,2.23,18.82,21.04,9.72,0.0,,,0.7,0.0,,
456644,2018-04-30 07:00:00,,,3.31,20.2,23.51,9.07,0.0,,,1.03,0.0,,
456645,2018-04-30 08:00:00,,,6.37,21.38,27.74,9.07,0.0,,,1.24,0.0,,
456646,2018-04-30 09:00:00,,,5.75,17.16,22.9,9.05,0.0,,,1.09,0.0,,
456647,2018-04-30 10:00:00,,,3.82,18.5,22.32,8.82,0.0,,,1.27,0.0,,
456648,2018-04-30 11:00:00,,,3.4,26.88,30.29,8.73,0.0,,,3.37,0.0,,
456649,2018-04-30 12:00:00,,,,,,,,,,,,,
456650,2018-04-30 13:00:00,,,,,,,,,,,,,
456651,2018-04-30 14:00:00,,,3.31,27.25,30.55,9.45,0.0,,,327.57,,,
456652,2018-04-30 15:00:00,,,2.99,31.92,34.9,12.31,0.0,,,,,,
456653,2018-04-30 16:00:00,,,2.98,36.32,39.3,12.96,0.0,,,75.28,84.56,,
456654,2018-04-30 17:00:00,,,2.39,36.41,38.79,14.51,0.0,,,18.35,30.29,,
456655,2018-04-30 18:00:00,,,1.86,38.69,40.48,13.38,0.0,,,5.29,11.71,,
456656,2018-04-30 19:00:00,,,2.09,35.66,37.75,14.03,0.0,,,6.01,8.44,,
456657,2018-04-30 20:00:00,,,2.72,46.54,49.27,13.85,0.0,,,7.18,11.52,,
456658,2018-04-30 21:00:00,,,3.31,55.1,58.41,13.44,0.0,,,10.44,22.56,,
456659,2018-04-30 22:00:00,,,2.88,43.35,46.23,14.38,0.0,,,6.75,11.13,,
456660,2018-04-30 23:00:00,,,2.3,30.2,32.5,12.96,0.0,,,1.85,4.87,,
456661,2018-05-01 00:00:00,,,2.0,29.67,31.67,14.39,0.0,,,0.75,3.66,,
456662,2018-05-01 01:00:00,,,2.62,59.35,61.97,11.93,0.0,,,0.64,3.34,,
456663,2018-05-01 02:00:00,,,2.64,58.43,61.07,13.12,0.0,,,0.78,3.57,,
456664,2018-05-01 03:00:00,,,2.31,37.72,40.03,12.9,0.0,,,1.02,3.93,,
456665,2018-05-01 04:00:00,,,2.42,34.53,36.94,15.74,0.0,,,1.73,5.48,,
456666,2018-05-01 05:00:00,,,2.44,25.66,28.1,14.65,0.0,,,2.16,5.88,,
456667,2018-05-01 06:00:00,,,2.6,28.46,31.07,14.61,0.0,,,2.18,4.23,,
456668,2018-05-01 07:00:00,,,2.94,24.49,27.42,14.33,0.0,,,2.16,3.93,,
456669,2018-05-01 08:00:00,,,5.02,29.74,34.76,12.76,0.0,,,1.91,3.91,,
456670,2018-05-01 09:00:00,,,3.8,33.66,37.47,13.93,0.0,,,1.82,3.86,,
456671,2018-05-01 10:00:00,,,3.26,26.3,29.56,12.21,0.0,,,1.16,3.39,,
456672,2018-05-01 11:00:00,,,2.37,20.01,22.38,14.34,0.0,,,0.89,3.3,,
456673,2018-05-01 12:00:00,,,2.74,18.2,20.94,12.98,0.0,,,0.96,3.26,,
456674,2018-05-01 13:00:00,,,2.18,20.58,22.73,14.52,0.0,,,1.21,3.62,,
456675,2018-05-01 14:00:00,,,2.75,22.54,25.29,14.39,0.0,,,2.54,5.04,,
456676,2018-05-01 15:00:00,,,1.98,21.71,23.66,15.28,0.0,,,3.52,6.16,,
456677,2018-05-01 16:00:00,,,2.79,25.77,28.55,15.05,0.0,,,4.17,5.55,,
456678,2018-05-01 17:00:00,,,2.2,24.99,27.19,13.5,0.0,,,3.88,5.04,,
456679,2018-05-01 18:00:00,,,2.41,36.51,38.92,13.95,0.0,,,4.3,5.24,,
456680,2018-05-01 19:00:00,,,2.36,45.54,47.9,11.86,0.0,,,5.72,7.7,,
